ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1348	18	2	1	0.000000	205.388889	112.000000	0.000000	0.000000	0	122	0
1349	21	2	2	0.000000	324.095238	164.857143	0.000000	0.000000	0	178	0
1350	27	1	2	0.000000	225.148148	127.629630	0.000000	0.000000	0	128	0
1351	27	1	2	0.000000	289.037037	265.555556	0.000000	0.000000	0	156	0
1352	44	2	2	0.000000	412.750000	176.272727	0.000000	0.000000	0	262	0
1353	8	2	1	0.000000	339.875000	203.375000	0.000000	0.000000	0	180	0
1354	34	1	1	0.000000	239.823529	223.411765	0.000000	0.000000	0	143	0
1355	108	2	2	0.000000	346.768519	167.000000	0.000000	0.000000	0	292	0
1356	30	1	1	0.000000	230.000000	201.133333	0.000000	0.000000	0	125	0
1357	9	2	2	0.000000	333.888889	253.888889	0.000000	0.000000	0	167	0
1358	33	1	1	0.000000	189.939394	129.060606	0.000000	0.000000	0	117	0
1359	39	1	1	0.000000	79.846154	79.410256	0.000000	0.000000	0	51	0
1360	8	1	2	0.000000	168.875000	168.375000	0.000000	0.000000	0	86	0
1361	13	2	2	0.000000	199.923077	197.846154	0.000000	0.000000	0	100	0
1362	2505	2	1	0.000000	168.079441	151.704990	0.000000	0.000000	0	1296	0
1363	16	1	1	0.000000	82.000000	80.312500	0.000000	0.000000	0	50	0
1364	49	1	1	0.000000	4019.571429	3142.408163	0.000000	0.000000	0	2493	0
1365	2	1	2	0.000000	4298.500000	4110.500000	0.000000	0.000000	0	1963	0
1366	6	2	3	0.000000	12523.333333	3440.666667	0.000000	0.000000	0	5801	0
1367	8	2	1	0.000000	4268.250000	4168.125000	0.000000	0.000000	0	2009	0
1368	176	1	1	0.000000	4063.068182	3057.988636	0.000000	0.000000	0	3590	0
1369	38	1	2	0.000000	7609.421053	5077.421053	0.000000	0.000000	0	5009	0
1370	1	2	1	0.000000	8551.000000	4173.000000	0.000000	0.000000	0	4610	0
1371	137	1	1	0.000000	4354.160584	3626.751825	0.000000	0.000000	0	3760	0
1372	2	1	1	0.000000	4161.500000	4054.000000	0.000000	0.000000	0	1882	0
1373	622	2	3	0.000000	4425.155949	3551.990354	0.000000	0.000000	0	8896	0
1374	7	1	1	0.000000	4420.714286	3044.857143	0.000000	0.000000	0	2234	0
1375	4	2	3	0.000000	7711.250000	4232.250000	0.000000	0.000000	0	4411	0
1376	1	2	2	0.000000	8588.000000	5.000000	0.000000	0.000000	0	3820	0
1377	7	1	1	0.000000	110.857143	110.857143	0.000000	0.000000	0	84	0
1378	1567	1	1	0.000000	142.559668	136.207403	0.000000	0.000000	0	714	0
1379	3	0	0	0.000000	143.000000	142.333333	0.000000	0.000000	0	78	0
1380	141	0	0	0.000000	110.375887	103.567376	0.000000	0.000000	0	138	0
1381	1	2	2	0.000000	147.000000	147.000000	0.000000	0.000000	0	72	0
1382	43	1	1	0.000000	63.511628	62.372093	0.000000	0.000000	0	41	0
1383	2	1	1	0.000000	117.500000	116.000000	0.000000	0.000000	0	73	0
1384	2	1	1	0.000000	90.000000	90.000000	0.000000	0.000000	0	42	0
1385	5	1	1	0.000000	67.200000	66.600000	0.000000	0.000000	0	36	0
1386	43660	1	1	0.000000	76.965598	0.163055	0.000000	0.000000	0	9682	0
1387	2	2	2	0.000000	315.500000	314.500000	0.000000	0.000000	0	161	0
1388	1	2	1	0.000000	519.000000	260.000000	0.000000	0.000000	0	255	0
1389	2	2	1	0.000000	451.000000	194.000000	0.000000	0.000000	0	224	0
1390	8035	0	1	0.000000	74.051400	72.197262	0.000000	0.000000	0	1766	0
1391	13	2	1	0.000000	181.615385	178.000000	0.000000	0.000000	0	100	0
1392	1	2	1	0.000000	253.000000	248.000000	0.000000	0.000000	0	126	0
1393	59	1	2	0.000000	277.016949	270.559322	0.000000	0.000000	0	175	0
1394	20	1	1	0.000000	161.350000	127.850000	0.000000	0.000000	0	93	0
1395	21	1	2	0.000000	320.380952	256.904762	0.000000	0.000000	0	189	0
1396	34	2	1	0.000000	332.794118	213.058824	0.000000	0.000000	0	187	0
1397	22	1	1	0.000000	163.272727	80.681818	0.000000	0.000000	0	90	0
1398	16	2	2	0.000000	282.875000	231.375000	0.000000	0.000000	0	145	0
1399	29	1	1	0.000000	78.689655	77.689655	0.000000	0.000000	0	46	0
1400	13	1	2	0.000000	190.076923	186.153846	0.000000	0.000000	0	99	0
1401	21	1	1	0.000000	87.904762	87.857143	0.000000	0.000000	0	49	0
1402	33	1	1	0.000000	76.909091	75.030303	0.000000	0.000000	0	43	0
1403	29	1	1	0.000000	178.551724	127.448276	0.000000	0.000000	0	116	0
1404	26	1	1	0.000000	71.346154	69.384615	0.000000	0.000000	0	44	0
1405	17	1	2	0.000000	160.647059	76.235294	0.000000	0.000000	0	84	0
1406	7	2	1	0.000000	244.000000	195.142857	0.000000	0.000000	0	126	0
1407	8	1	1	0.000000	97.250000	96.375000	0.000000	0.000000	0	53	0
1408	42	1	1	0.000000	85.380952	83.666667	0.000000	0.000000	0	53	0
1409	42920	1	0	0.000000	76.053518	51.799557	0.000000	0.000000	0	9322	0
1410	1	0	0	0.000000	148.000000	81.000000	0.000000	0.000000	0	40	0
1411	34	1	1	0.000000	51.676471	51.676471	0.000000	0.000000	0	23	0
1412	3	1	1	0.000000	49.000000	49.000000	0.000000	0.000000	0	23	0
1413	1	0	0	0.000000	134.000000	132.000000	0.000000	0.000000	0	60	0
1414	3	0	0	0.000000	155.000000	152.000000	0.000000	0.000000	0	82	0
1415	2868	0	0	0.000000	81.732218	78.177824	0.000000	0.000000	0	682	0
1416	49	2	1	0.000000	99.102041	95.489796	0.000000	0.000000	0	166	0
1417	5	1	0	0.000000	125.000000	123.400000	0.000000	0.000000	0	51	0
1418	65	0	0	0.000000	142.369231	139.723077	0.000000	0.000000	0	139	0
1419	1	2	0	0.000000	245.000000	241.000000	0.000000	0.000000	0	122	0
1420	27396	0	0	0.000000	73.038728	61.015951	0.000000	0.000000	0	5804	0
1421	3	0	0	0.000000	127.666667	126.333333	0.000000	0.000000	0	68	0
1422	3	0	0	0.000000	123.000000	121.333333	0.000000	0.000000	0	60	0
1423	9	0	0	0.000000	124.555556	118.333333	0.000000	0.000000	0	55	0
1424	8	0	0	0.000000	171.250000	170.125000	0.000000	0.000000	0	81	0
1425	4059	0	1	0.000000	143.080069	134.481892	0.000000	0.000000	0	1639	0
1426	13	1	0	0.000000	82.923077	79.615385	0.000000	0.000000	0	70	0
1427	1	2	0	0.000000	119.000000	116.000000	0.000000	0.000000	0	58	0
1428	2	0	0	0.000000	173.000000	171.500000	0.000000	0.000000	0	88	0
1429	6	0	0	0.000000	158.333333	155.500000	0.000000	0.000000	0	75	0
1430	14	0	0	0.000000	136.500000	132.500000	0.000000	0.000000	0	74	0
1431	29	1	1	0.000000	92.344828	91.551724	0.000000	0.000000	0	101	0
1432	6	0	0	0.000000	170.833333	96.000000	0.000000	0.000000	0	85	0
1433	1	0	0	0.000000	167.000000	165.000000	0.000000	0.000000	0	87	0
1434	95894	0	0	0.000000	75.275742	25.439235	0.000000	0.000000	0	20615	0
1435	2	0	0	0.000000	167.500000	128.500000	0.000000	0.000000	0	83	0
1436	53	1	1	0.000000	84.679245	65.867925	0.000000	0.000000	0	92	0
1437	1	0	0	0.000000	168.000000	165.000000	0.000000	0.000000	0	85	0
1438	1	0	0	0.000000	158.000000	157.000000	0.000000	0.000000	0	72	0
1439	5	2	0	0.000000	150.400000	146.200000	0.000000	0.000000	0	135	0
1440	9	0	1	0.000000	115.222222	114.222222	0.000000	0.000000	0	62	0
1441	52686	0	1	0.000000	76.197510	73.797062	0.000000	0.000000	0	11497	0
1442	506	1	1	0.000000	72.915020	67.120553	0.000000	0.000000	0	213	0
1443	1047	2	2	0.000000	173.915950	152.472779	0.000000	0.000000	0	594	0
1444	45	1	2	0.000000	95.911111	94.177778	0.000000	0.000000	0	99	0
1445	39	1	1	0.000000	96.974359	93.923077	0.000000	0.000000	0	54	0
1446	27281	0	1	0.000000	79.962025	41.850042	0.000000	0.000000	0	6124	0
1447	1	1	1	0.000000	74.000000	74.000000	0.000000	0.000000	0	39	0
1448	3	1	1	0.000000	67.000000	66.000000	0.000000	0.000000	0	35	0
1449	1	2	3	0.000000	440.000000	209.000000	0.000000	0.000000	0	159	0
1450	1	2	1	0.000000	184.000000	181.000000	0.000000	0.000000	0	94	0
1451	2	2	1	0.000000	138.000000	137.000000	0.000000	0.000000	0	73	0
1452	19	1	1	0.000000	54.368421	54.052632	0.000000	0.000000	0	32	0
1453	1	1	2	0.000000	131.000000	131.000000	0.000000	0.000000	0	63	0
1454	1	1	1	0.000000	76.000000	76.000000	0.000000	0.000000	0	42	0
1455	1	0	0	0.000000	130.000000	66.000000	0.000000	0.000000	0	66	0
1456	10502	1	2	0.000000	151.933632	142.600076	0.000000	0.000000	0	4585	0
1457	19	2	2	0.000000	118.631579	118.631579	0.000000	0.000000	0	53	0
1458	31	1	1	0.000000	66.580645	63.709677	0.000000	0.000000	0	39	0
1459	1	2	2	0.000000	139.000000	138.000000	0.000000	0.000000	0	67	0
1460	24	1	1	0.000000	46.666667	46.666667	0.000000	0.000000	0	27	0
1461	4280	1	0	0.000000	72.303271	70.111215	0.000000	0.000000	0	875	0
1462	2	1	1	0.000000	54.000000	53.000000	0.000000	0.000000	0	27	0
1463	19	1	2	0.000000	76.526316	75.578947	0.000000	0.000000	0	75	0
1464	2	0	0	0.000000	172.000000	88.000000	0.000000	0.000000	0	84	0
1465	1	0	0	0.000000	128.000000	127.000000	0.000000	0.000000	0	64	0
1466	1	0	0	0.000000	167.000000	165.000000	0.000000	0.000000	0	78	0
1467	19113	0	0	0.000000	76.692147	74.683671	0.000000	0.000000	0	4194	0
1468	3370	0	1	0.000000	75.907418	73.637982	0.000000	0.000000	0	732	0
1469	1	2	1	0.000000	190.000000	188.000000	0.000000	0.000000	0	99	0
1470	48	1	1	0.000000	61.812500	61.812500	0.000000	0.000000	0	38	0
1471	44	1	1	0.000000	83.727273	82.772727	0.000000	0.000000	0	50	0
1472	27	1	1	0.000000	67.259259	67.259259	0.000000	0.000000	0	39	0
1473	39	1	1	0.000000	83.102564	82.641026	0.000000	0.000000	0	49	0
1474	44	1	1	0.000000	71.454545	70.022727	0.000000	0.000000	0	45	0
1475	18222	1	0	0.000000	64.758204	63.051257	0.000000	0.000000	0	3485	0
1476	309	0	2	0.000000	59.000000	57.637540	0.000000	0.000000	0	130	0
1477	39	1	0	0.000000	81.538462	80.307692	0.000000	0.000000	0	52	0
1478	39	1	0	0.000000	44.102564	44.102564	0.000000	0.000000	0	30	0
1479	4413	0	0	0.000000	64.085203	62.628371	0.000000	0.000000	0	924	0
1480	1	0	0	0.000000	139.000000	3.000000	0.000000	0.000000	0	36	0
1481	991	1	0	0.000000	101.795156	98.608476	0.000000	0.000000	0	337	0
1482	106	2	1	0.000000	553.622642	411.650943	0.000000	0.000000	0	426	0
1483	8	1	1	0.000000	341.750000	340.625000	0.000000	0.000000	0	179	0
1484	27	3	2	0.000000	417.111111	412.518519	0.000000	0.000000	0	250	0
1485	1	2	1	0.000000	228.000000	228.000000	0.000000	0.000000	0	112	0
1486	376	1	1	0.000000	232.420213	217.829787	0.000000	0.000000	0	398	0
1487	20	1	1	0.000000	275.650000	271.150000	0.000000	0.000000	0	152	0
1488	16	1	2	0.000000	380.812500	373.062500	0.000000	0.000000	0	209	0
1489	38	1	2	0.000000	542.421053	340.473684	0.000000	0.000000	0	365	0
1490	5	2	2	0.000000	431.400000	424.200000	0.000000	0.000000	0	233	0
1491	30	1	1	0.000000	267.100000	262.200000	0.000000	0.000000	0	171	0
1492	21	2	2	0.000000	431.571429	417.761905	0.000000	0.000000	0	243	0
1493	33821	1	1	0.000000	82.067532	17.707075	0.000000	0.000000	0	8018	0
1494	195	0	1	0.000000	158.805128	154.410256	0.000000	0.000000	0	129	0
1495	48	1	1	0.000000	146.354167	142.458333	0.000000	0.000000	0	95	0
1496	80	1	1	0.000000	130.937500	126.237500	0.000000	0.000000	0	91	0
1497	166	1	1	0.000000	137.325301	134.427711	0.000000	0.000000	0	125	0
1498	1424	1	2	0.000000	118.246489	114.363062	0.000000	0.000000	0	556	0
1499	2019	1	1	0.000000	111.927192	109.404656	0.000000	0.000000	0	712	0
1500	12	2	2	0.000000	210.250000	129.333333	0.000000	0.000000	0	121	0
1501	126	1	1	0.000000	115.555556	113.309524	0.000000	0.000000	0	95	0
1502	356	1	1	0.000000	107.882022	105.575843	0.000000	0.000000	0	172	0
1503	70	1	1	0.000000	152.271429	150.114286	0.000000	0.000000	0	80	0
1504	293	1	1	0.000000	118.778157	116.778157	0.000000	0.000000	0	163	0
1505	7	2	2	0.000000	388.714286	239.571429	0.000000	0.000000	0	191	0
1506	351	1	1	0.000000	167.923077	163.871795	0.000000	0.000000	0	258	0
1507	7	2	2	0.000000	361.428571	355.285714	0.000000	0.000000	0	188	0
1508	15	2	2	0.000000	567.000000	555.866667	0.000000	0.000000	0	315	0
1509	184	1	1	0.000000	150.668478	146.983696	0.000000	0.000000	0	142	0
1510	273	1	0	0.000000	75.714286	74.322344	0.000000	0.000000	0	117	0
1511	9	2	2	0.000000	509.000000	504.777778	0.000000	0.000000	0	260	0
1512	1619	0	0	0.000000	79.336628	76.491662	0.000000	0.000000	0	425	0
1513	3490	1	2	0.000000	101.512321	98.785673	0.000000	0.000000	0	1052	0
1514	2357	0	1	0.000000	96.799321	89.811201	0.000000	0.000000	0	692	0
1515	383	2	1	0.000000	195.164491	152.206266	0.000000	0.000000	0	285	0
1516	84	2	2	0.000000	338.773810	185.976190	0.000000	0.000000	0	246	0
1517	85	2	1	0.000000	241.517647	168.047059	0.000000	0.000000	0	198	0
1518	44	1	1	0.000000	115.022727	113.045455	0.000000	0.000000	0	77	0
1519	28	1	2	0.000000	138.892857	137.178571	0.000000	0.000000	0	98	0
1520	13881	1	1	0.000000	67.268857	65.132267	0.000000	0.000000	0	2723	0
1521	1	1	2	0.000000	151.000000	150.000000	0.000000	0.000000	0	75	0
1522	50	1	2	0.000000	163.000000	104.420000	0.000000	0.000000	0	97	0
1523	1	2	1	0.000000	163.000000	84.000000	0.000000	0.000000	0	76	0
1524	3	1	1	0.000000	82.000000	82.000000	0.000000	0.000000	0	43	0
1525	12	2	1	0.000000	219.500000	206.833333	0.000000	0.000000	0	110	0
1526	6	1	1	0.000000	79.666667	77.666667	0.000000	0.000000	0	39	0
1527	21	1	1	0.000000	85.666667	82.904762	0.000000	0.000000	0	41	0
1528	2	1	1	0.000000	494.500000	263.000000	0.000000	0.000000	0	242	0
1529	5497	1	0	0.000000	71.184100	69.014553	0.000000	0.000000	0	1156	0
1530	2	0	0	0.000000	172.000000	169.000000	0.000000	0.000000	0	82	0
1531	41	1	1	0.000000	85.853659	85.048780	0.000000	0.000000	0	50	0
1532	12950	0	1	0.000000	66.746795	52.426023	0.000000	0.000000	0	2525	0
1533	34	1	1	0.000000	87.882353	87.882353	0.000000	0.000000	0	95	0
1534	44	1	1	0.000000	81.159091	72.977273	0.000000	0.000000	0	45	0
1535	40	1	1	0.000000	94.575000	93.325000	0.000000	0.000000	0	62	0
1536	7	2	1	0.000000	313.428571	313.428571	0.000000	0.000000	0	170	0
1537	4	1	1	0.000000	264.750000	264.750000	0.000000	0.000000	0	141	0
1538	226	1	0	0.000000	121.792035	112.787611	0.000000	0.000000	0	153	0
1539	37792	1	0	0.000000	75.811786	73.172550	0.000000	0.000000	0	8236	0
1540	9	2	1	0.000000	860.666667	402.111111	0.000000	0.000000	0	456	0
1541	9	3	1	0.000000	794.777778	452.222222	0.000000	0.000000	0	425	0
1542	1	2	1	0.000000	180.000000	176.000000	0.000000	0.000000	0	93	0
1543	1	2	1	0.000000	96.000000	92.000000	0.000000	0.000000	0	50	0
1544	28	2	2	0.000000	949.857143	843.535714	0.000000	0.000000	0	550	0
1545	1	0	0	0.000000	150.000000	149.000000	0.000000	0.000000	0	75	0
1546	4411	1	1	0.000000	148.622988	140.401496	0.000000	0.000000	0	1930	0
1547	66	0	0	0.000000	45.621212	45.242424	0.000000	0.000000	0	29	0
1548	7222	0	1	0.000000	79.247161	76.563694	0.000000	0.000000	0	1663	0
1549	1	0	0	0.000000	160.000000	70.000000	0.000000	0.000000	0	81	0
1550	27465	1	1	0.000000	72.496377	40.407901	0.000000	0.000000	0	5742	0
1551	444	1	1	0.000000	64.961712	63.045045	0.000000	0.000000	0	173	0
1552	5074	1	1	0.000000	136.231179	130.072330	0.000000	0.000000	0	2062	0
1553	1	2	1	0.000000	238.000000	234.000000	0.000000	0.000000	0	107	0
1554	13	2	2	0.000000	269.153846	263.307692	0.000000	0.000000	0	172	0
1555	20	1	1	0.000000	221.500000	217.150000	0.000000	0.000000	0	118	0
1556	1	2	2	0.000000	310.000000	224.000000	0.000000	0.000000	0	153	0
1557	772	1	0	0.000000	112.268135	108.299223	0.000000	0.000000	0	284	0
1558	7	1	2	0.000000	277.428571	268.571429	0.000000	0.000000	0	142	0
1559	29	2	1	0.000000	252.586207	169.275862	0.000000	0.000000	0	137	0
1560	350	0	1	0.000000	96.677143	95.088571	0.000000	0.000000	0	130	0
1561	116	1	1	0.000000	879.706897	727.465517	0.000000	0.000000	0	657	0
1562	24	1	2	0.000000	929.708333	539.416667	0.000000	0.000000	0	486	0
1563	1	3	1	0.000000	571.000000	267.000000	0.000000	0.000000	0	284	0
1564	3	2	1	0.000000	219.000000	182.666667	0.000000	0.000000	0	110	0
1565	112	1	1	0.000000	686.866071	479.660714	0.000000	0.000000	0	591	0
1566	4	1	2	0.000000	865.250000	424.500000	0.000000	0.000000	0	433	0
1567	20	2	2	0.000000	1008.950000	678.200000	0.000000	0.000000	0	522	0
1568	2	1	1	0.000000	426.500000	98.500000	0.000000	0.000000	0	205	0
1569	5	1	1	0.000000	127.000000	112.200000	0.000000	0.000000	0	66	0
1570	36954	0	0	0.000000	78.025356	70.653786	0.000000	0.000000	0	8239	0
1571	955	0	1	0.000000	100.671204	97.584293	0.000000	0.000000	0	271	0
1572	44	1	1	0.000000	104.613636	102.750000	0.000000	0.000000	0	62	0
1573	22126	0	2	0.000000	70.879779	0.853430	0.000000	0.000000	0	4613	0
1574	92	2	2	0.000000	1501.717391	1023.684783	0.000000	0.000000	0	1246	0
1575	7	1	1	0.000000	90.857143	90.857143	0.000000	0.000000	0	52	0
1576	687	1	1	0.000000	103.430859	97.548763	0.000000	0.000000	0	298	0
1577	1	2	2	0.000000	188.000000	186.000000	0.000000	0.000000	0	98	0
1578	6	1	2	0.000000	123.833333	123.833333	0.000000	0.000000	0	69	0
1579	14	1	2	0.000000	225.642857	223.642857	0.000000	0.000000	0	129	0
1580	4	2	2	0.000000	355.500000	353.750000	0.000000	0.000000	0	186	0
1581	7	0	0	0.000000	139.000000	137.714286	0.000000	0.000000	0	69	0
1582	104	0	0	0.000000	121.480769	93.807692	0.000000	0.000000	0	99	0
1583	1	0	0	0.000000	194.000000	107.000000	0.000000	0.000000	0	54	0
1584	10781	0	1	0.000000	81.818384	79.379649	0.000000	0.000000	0	2560	0
1585	213	2	2	0.000000	333.535211	289.084507	0.000000	0.000000	0	381	0
1586	2	3	1	0.000000	303.000000	148.500000	0.000000	0.000000	0	162	0
1587	413	0	1	0.000000	85.694915	81.329298	0.000000	0.000000	0	129	0
1588	25	1	1	0.000000	502.760000	497.000000	0.000000	0.000000	0	282	0
1589	1	3	1	0.000000	416.000000	243.000000	0.000000	0.000000	0	212	0
1590	24637	0	1	0.000000	72.101514	25.315907	0.000000	0.000000	0	5130	0
1591	1733	1	1	0.000000	122.846509	120.355453	0.000000	0.000000	0	674	0
1592	504	1	1	0.000000	81.656746	80.646825	0.000000	0.000000	0	170	0
1593	11	1	1	0.000000	110.545455	110.545455	0.000000	0.000000	0	58	0
1594	1	1	3	0.000000	212.000000	117.000000	0.000000	0.000000	0	63	0
1595	3713	1	1	0.000000	67.402370	65.328845	0.000000	0.000000	0	788	0
1596	2055	0	1	0.000000	87.700730	85.181509	0.000000	0.000000	0	524	0
1597	452	1	2	0.000000	103.353982	100.955752	0.000000	0.000000	0	160	0
1598	4	2	2	0.000000	346.250000	324.000000	0.000000	0.000000	0	51	0
1599	2	1	1	0.000000	260.500000	260.500000	0.000000	0.000000	0	46	0
1600	17	1	1	0.000000	85.058824	84.294118	0.000000	0.000000	0	52	0
1601	842	2	2	0.000000	157.199525	128.065321	0.000000	0.000000	0	514	0
1602	39	1	0	0.000000	171.102564	134.897436	0.000000	0.000000	0	106	0
1603	11	0	1	0.000000	177.727273	165.909091	0.000000	0.000000	0	91	0
1604	4	2	0	0.000000	162.750000	159.750000	0.000000	0.000000	0	77	0
1605	40	1	1	0.000000	75.675000	74.375000	0.000000	0.000000	0	39	0
1606	13	0	2	0.000000	142.538462	140.538462	0.000000	0.000000	0	67	0
1607	90	1	1	0.000000	155.255556	121.933333	0.000000	0.000000	0	118	0
1608	6412	2	1	0.000000	72.405022	4.242670	0.000000	0.000000	0	1446	0
1609	6	2	1	0.000000	209.666667	203.333333	0.000000	0.000000	0	103	0
1610	241	1	1	0.000000	56.008299	55.207469	0.000000	0.000000	0	71	0
1611	30	1	2	0.000000	122.433333	119.266667	0.000000	0.000000	0	75	0
1612	47	1	1	0.000000	67.659574	65.191489	0.000000	0.000000	0	44	0
1613	7	2	1	0.000000	106.428571	104.571429	0.000000	0.000000	0	50	0
1614	3	1	1	0.000000	48.333333	48.333333	0.000000	0.000000	0	25	0
1615	3	1	1	0.000000	60.333333	60.000000	0.000000	0.000000	0	35	0
1616	6	1	1	0.000000	256.333333	85.166667	0.000000	0.000000	0	121	0
1617	21	1	1	0.000000	93.285714	93.238095	0.000000	0.000000	0	53	0
1618	21	1	1	0.000000	111.476190	108.809524	0.000000	0.000000	0	63	0
1619	18	1	1	0.000000	75.333333	75.111111	0.000000	0.000000	0	44	0
1620	7	2	2	0.000000	173.571429	172.714286	0.000000	0.000000	0	90	0
1621	2	1	1	0.000000	83.000000	83.000000	0.000000	0.000000	0	41	0
1622	141	1	1	0.000000	86.297872	84.397163	0.000000	0.000000	0	75	0
1623	10	1	2	0.000000	215.400000	215.400000	0.000000	0.000000	0	114	0
1624	48	2	1	0.000000	82.104167	80.625000	0.000000	0.000000	0	52	0
1625	10	2	2	0.000000	324.400000	320.500000	0.000000	0.000000	0	183	0
1626	38	1	1	0.000000	226.000000	169.105263	0.000000	0.000000	0	141	0
1627	22	2	2	0.000000	328.454545	273.863636	0.000000	0.000000	0	187	0
1628	19	1	2	0.000000	223.842105	135.000000	0.000000	0.000000	0	134	0
1629	41	2	2	0.000000	329.707317	244.439024	0.000000	0.000000	0	213	0
1630	33	2	1	0.000000	232.212121	126.515152	0.000000	0.000000	0	147	0
1631	20	2	1	0.000000	139.750000	77.600000	0.000000	0.000000	0	89	0
1632	96	1	1	0.000000	109.781250	107.687500	0.000000	0.000000	0	124	0
1633	33	1	1	0.000000	90.696970	89.424242	0.000000	0.000000	0	51	0
1634	3	2	2	0.000000	182.666667	181.666667	0.000000	0.000000	0	87	0
1635	35	1	1	0.000000	58.085714	56.971429	0.000000	0.000000	0	48	0
1636	21	1	1	0.000000	55.142857	53.428571	0.000000	0.000000	0	33	0
1637	12	2	2	0.000000	319.500000	317.750000	0.000000	0.000000	0	153	0
1638	325	1	1	0.000000	116.553846	114.443077	0.000000	0.000000	0	150	0
1639	504	1	2	0.000000	135.847222	128.769841	0.000000	0.000000	0	265	0
1640	5	1	2	0.000000	228.600000	205.400000	0.000000	0.000000	0	127	0
1641	554	2	2	0.000000	133.137184	127.799639	0.000000	0.000000	0	273	0
1642	1	1	1	0.000000	53.000000	53.000000	0.000000	0.000000	0	26	0
1643	4	1	2	0.000000	118.750000	118.750000	0.000000	0.000000	0	60	0
1644	1	1	1	0.000000	65.000000	65.000000	0.000000	0.000000	0	34	0
1645	1	1	2	0.000000	232.000000	115.000000	0.000000	0.000000	0	60	0
1646	5	1	1	0.000000	94.200000	93.200000	0.000000	0.000000	0	51	0
1647	1	1	1	0.000000	87.000000	87.000000	0.000000	0.000000	0	46	0
1648	1	1	1	0.000000	51.000000	50.000000	0.000000	0.000000	0	28	0
1649	51	1	1	0.000000	202.450980	196.137255	0.000000	0.000000	0	129	0
1650	143	2	2	0.000000	289.559441	241.881119	0.000000	0.000000	0	270	0
1651	2640	1	1	0.000000	151.695076	142.556439	0.000000	0.000000	0	1205	0
1652	215	1	1	0.000000	105.855814	103.200000	0.000000	0.000000	0	115	0
1653	2	2	2	0.000000	281.500000	280.000000	0.000000	0.000000	0	140	0
1654	14	2	2	0.000000	156.428571	152.928571	0.000000	0.000000	0	90	0
1655	2620	1	1	0.000000	116.540458	112.152672	0.000000	0.000000	0	925	0
1656	624	1	1	0.000000	49.397436	48.463141	0.000000	0.000000	0	196	0
1657	42	1	1	0.000000	91.095238	89.190476	0.000000	0.000000	0	63	0
1658	5	1	2	0.000000	174.800000	173.400000	0.000000	0.000000	0	97	0
1659	8	2	1	0.000000	186.500000	186.500000	0.000000	0.000000	0	102	0
1660	10	2	2	0.000000	175.500000	172.800000	0.000000	0.000000	0	95	0
1661	56	0	1	0.000000	103.892857	101.839286	0.000000	0.000000	0	82	0
1662	11	1	1	0.000000	60.636364	59.727273	0.000000	0.000000	0	26	0
1663	1483	1	1	0.000000	135.029670	128.283884	0.000000	0.000000	0	643	0
1664	1538	1	0	0.000000	76.107282	73.948635	0.000000	0.000000	0	377	0
1665	30	1	1	0.000000	62.233333	62.233333	0.000000	0.000000	0	36	0
1666	370	0	0	0.000000	36.359459	35.900000	0.000000	0.000000	0	60	0
1667	400	0	0	0.000000	57.327500	56.307500	0.000000	0.000000	0	88	0
1668	5107	0	0	0.000000	73.732132	71.671040	0.000000	0.000000	0	1090	0
1669	1	0	0	0.000000	131.000000	130.000000	0.000000	0.000000	0	59	0
1670	1148	0	0	0.000000	54.670732	53.436411	0.000000	0.000000	0	196	0
1671	10235	0	1	0.000000	68.567660	66.093210	0.000000	0.000000	0	2067	0
1672	4396	1	1	0.000000	135.539126	127.877843	0.000000	0.000000	0	1723	0
1673	6	1	0	0.000000	136.000000	135.666667	0.000000	0.000000	0	70	0
1674	11	2	2	0.000000	257.272727	122.090909	0.000000	0.000000	0	141	0
1675	9	1	1	0.000000	172.222222	44.111111	0.000000	0.000000	0	66	0
1676	1	2	0	0.000000	174.000000	169.000000	0.000000	0.000000	0	86	0
1677	30732	1	1	0.000000	80.654757	8.476865	0.000000	0.000000	0	7105	0
1678	2	0	0	0.000000	150.500000	149.000000	0.000000	0.000000	0	70	0
1679	48	1	1	0.000000	47.875000	46.812500	0.000000	0.000000	0	28	0
1680	363	1	1	0.000000	40.966942	39.523416	0.000000	0.000000	0	105	0
1681	192	1	1	0.000000	55.296875	54.385417	0.000000	0.000000	0	89	0
1682	31	1	1	0.000000	66.483871	65.000000	0.000000	0.000000	0	46	0
1683	25	1	1	0.000000	73.240000	71.720000	0.000000	0.000000	0	42	0
1684	3088	1	1	0.000000	40.633744	39.266516	0.000000	0.000000	0	526	0
1685	83	1	1	0.000000	76.674699	74.409639	0.000000	0.000000	0	44	0
1686	76	1	1	0.000000	54.539474	39.328947	0.000000	0.000000	0	34	0
1687	58	1	1	0.000000	226.500000	216.948276	0.000000	0.000000	0	179	0
1688	3	1	1	0.000000	85.000000	85.000000	0.000000	0.000000	0	46	0
1689	18974	1	0	0.000000	72.810688	70.745020	0.000000	0.000000	0	3975	0
1690	6	1	1	0.000000	66.500000	66.500000	0.000000	0.000000	0	30	0
1691	55	1	1	0.000000	54.381818	54.036364	0.000000	0.000000	0	74	0
1692	7197	0	2	0.000000	66.727109	65.145755	0.000000	0.000000	0	1423	0
